no,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,CustomerId,Classification
3134,1,5,2,2,3,1,1,1,4,7,1,1,1,1,3,5,2,3,4,7,2,1,2,1,35,3135,Balanced
3135,2,3,1,1,1,5,2,3,1,1,2,3,1,1,1,1,5,9,2,3,1,0,1,0,30,3136,Balanced
3136,3,1,3,3,1,5,2,3,5,9,3,5,1,1,1,1,3,5,1,1,1,0,2,1,35,3137,Balanced
3137,1,5,4,5,2,2,3,5,1,1,1,1,1,1,2,3,5,9,4,7,2,1,1,0,40,3138,Balanced
3138,1,5,3,3,1,5,2,3,1,1,1,1,4,7,4,7,1,1,1,1,1,0,2,1,35,3139,Balanced
3139,3,1,2,2,1,5,4,7,4,7,1,1,1,1,2,3,3,5,4,7,1,0,1,0,39,3140,Balanced
3140,1,5,2,2,2,2,4,7,3,5,3,5,4,7,2,3,2,3,4,7,1,0,2,1,47,3141,Assertive
3141,5,3,5,7,3,1,2,3,5,9,4,7,2,3,2,3,1,1,1,1,2,1,1,0,39,3142,Balanced
3142,2,3,1,1,3,1,1,1,4,7,2,3,1,1,3,5,4,7,2,3,1,0,1,0,32,3143,Balanced
3143,3,1,3,3,3,1,3,5,5,9,4,7,1,1,4,7,1,1,2,3,1,0,2,1,39,3144,Balanced
3144,4,5,3,3,1,5,3,5,2,3,1,1,1,1,2,3,2,3,4,7,1,0,1,0,36,3145,Balanced
3145,1,5,5,7,3,1,2,3,1,1,2,3,2,3,1,1,3,5,2,3,2,1,1,0,33,3146,Balanced
3146,1,5,2,2,1,5,3,5,5,9,4,7,2,3,3,5,1,1,2,3,2,1,2,1,47,3147,Assertive
3147,1,5,5,7,2,2,1,1,5,9,3,5,2,3,4,7,4,7,1,1,2,1,2,1,49,3148,Assertive
3148,5,3,5,7,3,1,2,3,4,7,3,5,3,5,3,5,4,7,1,1,1,0,2,1,45,3149,Assertive
3149,5,3,2,2,3,1,2,3,4,7,1,1,1,1,2,3,3,5,1,1,2,1,2,1,29,3150,Balanced
3150,2,3,2,2,2,2,2,3,3,5,3,5,4,7,3,5,5,9,4,7,1,0,1,0,48,3151,Assertive
3151,3,1,2,2,2,2,2,3,5,9,4,7,2,3,2,3,1,1,4,7,2,1,2,1,40,3152,Balanced
3152,1,5,1,1,3,1,3,5,3,5,4,7,3,5,1,1,3,5,4,7,2,1,2,1,44,3153,Assertive
3153,4,5,4,5,2,2,1,1,1,1,1,1,4,7,1,1,5,9,2,3,2,1,2,1,37,3154,Balanced
3154,3,1,1,1,1,5,3,5,1,1,4,7,4,7,1,1,5,9,1,1,2,1,1,0,39,3155,Balanced
3155,6,1,4,5,3,1,2,3,3,5,3,5,1,1,1,1,3,5,4,7,2,1,1,0,35,3156,Balanced
3156,6,1,3,3,1,5,2,3,3,5,1,1,4,7,4,7,3,5,1,1,1,0,2,1,39,3157,Balanced
3157,4,5,4,5,3,1,4,7,2,3,4,7,3,5,2,3,2,3,4,7,2,1,1,0,47,3158,Assertive
3158,6,1,5,7,1,5,3,5,3,5,2,3,2,3,1,1,3,5,2,3,2,1,1,0,39,3159,Balanced
3159,4,5,4,5,3,1,4,7,4,7,3,5,4,7,3,5,3,5,3,5,2,1,1,0,53,3160,Assertive
3160,5,3,3,3,2,2,2,3,2,3,1,1,4,7,3,5,4,7,3,5,1,0,1,0,39,3161,Balanced
3161,3,1,2,2,1,5,3,5,3,5,3,5,4,7,3,5,5,9,1,1,1,0,2,1,46,3162,Assertive
3162,4,5,2,2,1,5,3,5,4,7,3,5,1,1,4,7,5,9,1,1,1,0,1,0,47,3163,Assertive
3163,6,1,2,2,3,1,2,3,4,7,4,7,3,5,2,3,4,7,1,1,2,1,2,1,39,3164,Balanced
3164,3,1,1,1,1,5,1,1,2,3,2,3,2,3,2,3,4,7,2,3,2,1,1,0,31,3165,Balanced
3165,4,5,3,3,1,5,4,7,4,7,3,5,4,7,2,3,5,9,2,3,2,1,1,0,55,3166,Aggressive
3166,3,1,2,2,2,2,2,3,2,3,1,1,3,5,2,3,3,5,3,5,2,1,1,0,31,3167,Balanced
3167,2,3,5,7,2,2,1,1,1,1,2,3,4,7,2,3,4,7,4,7,2,1,1,0,42,3168,Assertive
3168,5,3,3,3,3,1,3,5,2,3,3,5,3,5,3,5,3,5,3,5,2,1,2,1,42,3169,Assertive
3169,1,5,5,7,3,1,1,1,2,3,3,5,4,7,2,3,5,9,1,1,1,0,1,0,42,3170,Assertive
3170,3,1,1,1,2,2,2,3,5,9,2,3,4,7,2,3,1,1,4,7,2,1,2,1,39,3171,Balanced
3171,1,5,5,7,1,5,4,7,4,7,3,5,3,5,1,1,2,3,3,5,1,0,1,0,50,3172,Assertive
3172,1,5,4,5,1,5,2,3,4,7,3,5,2,3,2,3,5,9,1,1,1,0,2,1,47,3173,Assertive
3173,2,3,3,3,1,5,1,1,1,1,1,1,3,5,3,5,2,3,2,3,2,1,2,1,32,3174,Balanced
3174,3,1,3,3,3,1,4,7,2,3,3,5,1,1,1,1,1,1,3,5,1,0,2,1,29,3175,Balanced
3175,2,3,3,3,1,5,2,3,1,1,4,7,3,5,1,1,5,9,4,7,2,1,2,1,46,3176,Assertive
3176,2,3,4,5,1,5,2,3,1,1,3,5,2,3,4,7,3,5,2,3,1,0,1,0,40,3177,Balanced
3177,2,3,1,1,2,2,2,3,2,3,1,1,2,3,3,5,4,7,2,3,2,1,1,0,32,3178,Balanced
3178,6,1,3,3,3,1,3,5,1,1,2,3,2,3,3,5,4,7,4,7,2,1,2,1,38,3179,Balanced
3179,2,3,5,7,2,2,3,5,1,1,4,7,3,5,3,5,4,7,3,5,1,0,1,0,47,3180,Assertive
3180,4,5,3,3,3,1,1,1,3,5,3,5,2,3,4,7,5,9,1,1,2,1,1,0,41,3181,Balanced
3181,4,5,2,2,1,5,1,1,2,3,3,5,3,5,1,1,4,7,4,7,1,0,2,1,42,3182,Assertive
3182,3,1,4,5,3,1,2,3,3,5,4,7,3,5,2,3,2,3,1,1,1,0,2,1,35,3183,Balanced
3183,2,3,4,5,3,1,2,3,2,3,4,7,1,1,1,1,4,7,2,3,2,1,1,0,35,3184,Balanced
3184,6,1,5,7,1,5,3,5,1,1,3,5,1,1,1,1,1,1,1,1,1,0,2,1,29,3185,Balanced
3185,6,1,4,5,3,1,3,5,1,1,3,5,3,5,4,7,2,3,4,7,1,0,2,1,41,3186,Balanced
3186,5,3,4,5,1,5,1,1,5,9,2,3,4,7,1,1,5,9,2,3,1,0,2,1,47,3187,Assertive
3187,4,5,2,2,3,1,2,3,3,5,4,7,2,3,4,7,2,3,3,5,1,0,1,0,41,3188,Balanced
3188,5,3,2,2,1,5,1,1,1,1,1,1,1,1,2,3,4,7,3,5,2,1,2,1,31,3189,Balanced
3189,2,3,4,5,3,1,1,1,2,3,3,5,1,1,2,3,3,5,2,3,2,1,1,0,31,3190,Balanced
3190,5,3,3,3,3,1,2,3,3,5,2,3,4,7,2,3,3,5,3,5,1,0,2,1,39,3191,Balanced
3191,6,1,2,2,3,1,2,3,5,9,2,3,4,7,2,3,5,9,4,7,1,0,2,1,46,3192,Assertive
3192,1,5,5,7,2,2,3,5,1,1,3,5,1,1,1,1,5,9,2,3,1,0,2,1,40,3193,Balanced
3193,2,3,1,1,1,5,2,3,3,5,3,5,3,5,1,1,3,5,4,7,1,0,2,1,41,3194,Balanced
3194,3,1,1,1,3,1,1,1,3,5,2,3,4,7,1,1,1,1,3,5,1,0,2,1,27,3195,Balanced
3195,1,5,1,1,3,1,3,5,2,3,4,7,4,7,1,1,1,1,2,3,1,0,1,0,34,3196,Balanced
3196,2,3,1,1,2,2,4,7,3,5,1,1,4,7,1,1,5,9,1,1,1,0,1,0,37,3197,Balanced
3197,1,5,2,2,3,1,3,5,2,3,3,5,3,5,1,1,3,5,3,5,1,0,2,1,38,3198,Balanced
3198,5,3,1,1,2,2,3,5,1,1,4,7,2,3,1,1,3,5,1,1,1,0,2,1,30,3199,Balanced
3199,4,5,4,5,1,5,2,3,2,3,4,7,1,1,1,1,5,9,3,5,2,1,1,0,45,3200,Assertive
3200,6,1,3,3,3,1,1,1,2,3,2,3,3,5,2,3,4,7,1,1,2,1,2,1,30,3201,Balanced
3201,6,1,2,2,3,1,1,1,5,9,4,7,1,1,2,3,1,1,2,3,2,1,1,0,30,3202,Balanced
3202,6,1,5,7,3,1,2,3,1,1,1,1,1,1,3,5,5,9,4,7,1,0,1,0,36,3203,Balanced
3203,6,1,1,1,2,2,2,3,3,5,1,1,4,7,4,7,4,7,1,1,1,0,2,1,36,3204,Balanced
3204,5,3,1,1,3,1,3,5,1,1,2,3,4,7,3,5,2,3,2,3,2,1,2,1,34,3205,Balanced
3205,4,5,5,7,2,2,2,3,3,5,3,5,2,3,2,3,4,7,3,5,1,0,2,1,46,3206,Assertive
3206,2,3,3,3,3,1,4,7,1,1,2,3,2,3,4,7,3,5,4,7,1,0,2,1,41,3207,Balanced
3207,5,3,4,5,1,5,3,5,2,3,1,1,2,3,1,1,1,1,2,3,1,0,1,0,30,3208,Balanced
3208,1,5,4,5,2,2,3,5,5,9,3,5,1,1,3,5,1,1,2,3,2,1,1,0,42,3209,Assertive
3209,5,3,5,7,3,1,1,1,2,3,2,3,3,5,2,3,5,9,2,3,1,0,2,1,39,3210,Balanced
3210,4,5,3,3,3,1,3,5,5,9,1,1,3,5,2,3,3,5,4,7,2,1,2,1,46,3211,Assertive
3211,4,5,4,5,2,2,3,5,2,3,2,3,1,1,2,3,5,9,3,5,1,0,1,0,41,3212,Balanced
3212,5,3,4,5,1,5,3,5,3,5,3,5,3,5,3,5,4,7,2,3,1,0,2,1,49,3213,Assertive
3213,6,1,4,5,1,5,4,7,4,7,3,5,1,1,4,7,5,9,1,1,2,1,1,0,49,3214,Assertive
3214,2,3,2,2,1,5,4,7,3,5,2,3,3,5,1,1,2,3,1,1,1,0,1,0,35,3215,Balanced
3215,2,3,3,3,1,5,1,1,5,9,3,5,2,3,3,5,5,9,1,1,2,1,2,1,46,3216,Assertive
3216,1,5,4,5,1,5,2,3,3,5,4,7,1,1,4,7,2,3,4,7,2,1,2,1,50,3217,Assertive
3217,2,3,3,3,1,5,4,7,3,5,2,3,1,1,1,1,1,1,1,1,2,1,2,1,32,3218,Balanced
3218,3,1,2,2,1,5,3,5,1,1,4,7,1,1,3,5,5,9,1,1,1,0,2,1,38,3219,Balanced
3219,6,1,2,2,2,2,1,1,5,9,1,1,1,1,2,3,1,1,3,5,2,1,2,1,28,3220,Balanced
3220,5,3,1,1,1,5,3,5,4,7,2,3,3,5,2,3,2,3,4,7,2,1,2,1,44,3221,Assertive
3221,2,3,4,5,2,2,3,5,5,9,1,1,3,5,1,1,4,7,2,3,2,1,1,0,42,3222,Assertive
3222,6,1,4,5,2,2,1,1,4,7,3,5,4,7,2,3,1,1,4,7,2,1,2,1,41,3223,Balanced
3223,4,5,5,7,2,2,1,1,2,3,3,5,1,1,4,7,1,1,1,1,2,1,1,0,34,3224,Balanced
3224,6,1,1,1,1,5,3,5,4,7,1,1,2,3,4,7,4,7,1,1,1,0,1,0,38,3225,Balanced
3225,2,3,2,2,2,2,2,3,2,3,1,1,1,1,4,7,1,1,4,7,2,1,2,1,32,3226,Balanced
3226,4,5,3,3,3,1,1,1,1,1,2,3,4,7,3,5,4,7,2,3,2,1,2,1,38,3227,Balanced
3227,2,3,4,5,3,1,1,1,1,1,3,5,2,3,4,7,1,1,2,3,1,0,1,0,30,3228,Balanced
3228,5,3,3,3,3,1,4,7,4,7,3,5,3,5,4,7,2,3,1,1,2,1,1,0,43,3229,Assertive
3229,6,1,5,7,3,1,2,3,5,9,2,3,3,5,4,7,2,3,3,5,2,1,1,0,45,3230,Assertive
3230,3,1,4,5,1,5,2,3,5,9,3,5,4,7,4,7,2,3,2,3,2,1,2,1,50,3231,Assertive
3231,5,3,1,1,3,1,2,3,4,7,2,3,3,5,1,1,5,9,1,1,1,0,2,1,35,3232,Balanced
3232,5,3,1,1,2,2,3,5,1,1,3,5,1,1,3,5,2,3,1,1,2,1,2,1,29,3233,Balanced
3233,6,1,3,3,3,1,1,1,4,7,2,3,4,7,3,5,5,9,1,1,2,1,1,0,39,3234,Balanced
3234,5,3,4,5,2,2,1,1,1,1,4,7,2,3,1,1,1,1,4,7,2,1,1,0,32,3235,Balanced
3235,5,3,5,7,3,1,2,3,2,3,3,5,1,1,1,1,1,1,1,1,2,1,1,0,27,3236,Balanced
3236,5,3,1,1,3,1,4,7,5,9,3,5,1,1,4,7,4,7,2,3,2,1,1,0,45,3237,Assertive
3237,2,3,2,2,2,2,3,5,3,5,1,1,3,5,1,1,5,9,4,7,2,1,2,1,42,3238,Assertive
3238,3,1,2,2,1,5,4,7,4,7,2,3,3,5,2,3,4,7,3,5,1,0,1,0,45,3239,Assertive
3239,1,5,2,2,1,5,3,5,2,3,2,3,4,7,2,3,5,9,1,1,1,0,2,1,44,3240,Assertive
3240,4,5,4,5,1,5,1,1,2,3,3,5,2,3,2,3,3,5,2,3,2,1,1,0,39,3241,Balanced
3241,2,3,5,7,3,1,2,3,3,5,1,1,2,3,2,3,2,3,1,1,1,0,1,0,30,3242,Balanced
3242,3,1,5,7,3,1,4,7,5,9,2,3,1,1,2,3,3,5,1,1,2,1,1,0,39,3243,Balanced
3243,2,3,1,1,2,2,2,3,1,1,2,3,1,1,3,5,5,9,4,7,2,1,2,1,37,3244,Balanced
3244,3,1,1,1,1,5,2,3,2,3,1,1,2,3,2,3,2,3,3,5,2,1,1,0,29,3245,Balanced
3245,4,5,3,3,3,1,1,1,2,3,3,5,2,3,3,5,3,5,3,5,2,1,1,0,37,3246,Balanced
3246,1,5,2,2,2,2,1,1,5,9,2,3,2,3,2,3,4,7,2,3,2,1,1,0,39,3247,Balanced
3247,1,5,3,3,1,5,3,5,1,1,3,5,2,3,1,1,5,9,4,7,1,0,2,1,45,3248,Assertive
3248,3,1,4,5,1,5,4,7,3,5,1,1,1,1,3,5,3,5,4,7,1,0,1,0,42,3249,Assertive
3249,6,1,3,3,3,1,4,7,2,3,1,1,1,1,1,1,3,5,1,1,1,0,2,1,25,3250,Conservative
3250,2,3,2,2,3,1,4,7,1,1,4,7,3,5,1,1,2,3,1,1,2,1,1,0,32,3251,Balanced
3251,1,5,3,3,1,5,4,7,1,1,4,7,3,5,4,7,3,5,2,3,1,0,1,0,48,3252,Assertive
3252,2,3,5,7,1,5,1,1,2,3,3,5,2,3,2,3,2,3,2,3,2,1,2,1,38,3253,Balanced
3253,4,5,5,7,2,2,4,7,4,7,2,3,2,3,1,1,3,5,2,3,2,1,2,1,45,3254,Assertive
3254,2,3,2,2,3,1,2,3,4,7,3,5,3,5,1,1,5,9,4,7,1,0,1,0,43,3255,Assertive
3255,6,1,5,7,1,5,4,7,5,9,3,5,4,7,1,1,3,5,4,7,2,1,2,1,56,3256,Aggressive
3256,1,5,1,1,1,5,2,3,2,3,3,5,1,1,4,7,1,1,4,7,1,0,1,0,38,3257,Balanced
3257,6,1,2,2,1,5,3,5,1,1,4,7,2,3,4,7,3,5,4,7,1,0,2,1,44,3258,Assertive
3258,5,3,1,1,1,5,2,3,2,3,2,3,1,1,1,1,5,9,3,5,1,0,2,1,35,3259,Balanced
3259,5,3,3,3,2,2,3,5,1,1,4,7,2,3,4,7,3,5,2,3,1,0,1,0,39,3260,Balanced
3260,4,5,3,3,2,2,2,3,4,7,3,5,1,1,3,5,5,9,1,1,2,1,1,0,42,3261,Assertive
3261,1,5,4,5,2,2,2,3,1,1,3,5,1,1,3,5,2,3,3,5,2,1,1,0,36,3262,Balanced
3262,6,1,5,7,2,2,4,7,2,3,1,1,2,3,1,1,3,5,4,7,2,1,2,1,39,3263,Balanced
3263,3,1,5,7,1,5,1,1,3,5,4,7,1,1,1,1,5,9,4,7,2,1,2,1,46,3264,Assertive
3264,6,1,3,3,1,5,2,3,3,5,2,3,4,7,1,1,4,7,3,5,2,1,2,1,42,3265,Assertive
3265,2,3,4,5,3,1,2,3,5,9,3,5,2,3,2,3,5,9,1,1,1,0,2,1,43,3266,Assertive
3266,4,5,2,2,3,1,4,7,5,9,2,3,2,3,3,5,2,3,3,5,1,0,2,1,44,3267,Assertive
3267,4,5,5,7,2,2,3,5,4,7,1,1,3,5,4,7,2,3,2,3,2,1,1,0,46,3268,Assertive
3268,3,1,5,7,1,5,2,3,1,1,3,5,1,1,2,3,1,1,4,7,2,1,1,0,35,3269,Balanced
3269,5,3,4,5,2,2,1,1,5,9,3,5,3,5,2,3,4,7,1,1,1,0,1,0,41,3270,Balanced
3270,1,5,4,5,3,1,3,5,4,7,4,7,1,1,4,7,5,9,3,5,2,1,2,1,54,3271,Aggressive
3271,3,1,2,2,3,1,2,3,4,7,1,1,1,1,3,5,1,1,4,7,2,1,1,0,30,3272,Balanced
3272,6,1,4,5,2,2,2,3,2,3,1,1,4,7,1,1,1,1,2,3,2,1,2,1,29,3273,Balanced
3273,6,1,1,1,2,2,1,1,2,3,4,7,2,3,4,7,5,9,1,1,2,1,1,0,36,3274,Balanced
3274,2,3,4,5,2,2,4,7,4,7,4,7,3,5,1,1,1,1,4,7,2,1,2,1,47,3275,Assertive
3275,5,3,2,2,1,5,1,1,4,7,3,5,3,5,2,3,2,3,3,5,1,0,2,1,40,3276,Balanced
3276,6,1,2,2,3,1,1,1,2,3,2,3,3,5,2,3,4,7,3,5,1,0,2,1,32,3277,Balanced
3277,4,5,5,7,1,5,4,7,4,7,1,1,1,1,1,1,3,5,4,7,1,0,2,1,47,3278,Assertive
3278,2,3,2,2,3,1,2,3,2,3,2,3,4,7,1,1,5,9,4,7,2,1,2,1,41,3279,Balanced
3279,4,5,3,3,2,2,2,3,2,3,2,3,4,7,1,1,2,3,1,1,2,1,2,1,33,3280,Balanced
3280,2,3,1,1,2,2,2,3,4,7,3,5,1,1,3,5,1,1,1,1,1,0,2,1,30,3281,Balanced
3281,3,1,1,1,3,1,2,3,5,9,4,7,4,7,3,5,1,1,2,3,2,1,1,0,39,3282,Balanced
3282,2,3,5,7,2,2,3,5,1,1,2,3,2,3,4,7,5,9,1,1,1,0,2,1,42,3283,Assertive
3283,5,3,1,1,1,5,2,3,1,1,4,7,4,7,2,3,4,7,1,1,2,1,1,0,39,3284,Balanced
3284,4,5,2,2,3,1,1,1,3,5,2,3,2,3,4,7,2,3,4,7,1,0,2,1,38,3285,Balanced
3285,4,5,2,2,3,1,1,1,3,5,4,7,2,3,4,7,1,1,3,5,1,0,1,0,37,3286,Balanced
3286,2,3,2,2,3,1,4,7,4,7,3,5,4,7,1,1,5,9,4,7,1,0,2,1,50,3287,Assertive
3287,6,1,1,1,1,5,4,7,3,5,2,3,2,3,2,3,5,9,3,5,2,1,2,1,44,3288,Assertive
3288,2,3,2,2,1,5,1,1,3,5,1,1,2,3,3,5,4,7,3,5,1,0,1,0,37,3289,Balanced
3289,4,5,3,3,3,1,1,1,4,7,1,1,3,5,1,1,2,3,1,1,2,1,2,1,30,3290,Balanced
3290,1,5,3,3,2,2,1,1,1,1,4,7,4,7,3,5,4,7,4,7,1,0,1,0,45,3291,Assertive
3291,6,1,1,1,1,5,1,1,5,9,4,7,4,7,3,5,1,1,4,7,2,1,1,0,45,3292,Assertive
3292,2,3,4,5,1,5,2,3,4,7,4,7,1,1,3,5,5,9,3,5,2,1,1,0,51,3293,Assertive
3293,3,1,5,7,2,2,3,5,2,3,3,5,3,5,2,3,5,9,3,5,1,0,2,1,46,3294,Assertive
3294,1,5,4,5,1,5,4,7,1,1,4,7,4,7,1,1,3,5,4,7,1,0,1,0,50,3295,Assertive
3295,5,3,5,7,2,2,3,5,4,7,2,3,1,1,2,3,4,7,2,3,1,0,1,0,41,3296,Balanced
3296,2,3,5,7,2,2,4,7,1,1,4,7,1,1,4,7,3,5,1,1,1,0,2,1,42,3297,Assertive
3297,1,5,5,7,2,2,1,1,4,7,4,7,2,3,3,5,4,7,3,5,2,1,1,0,50,3298,Assertive
3298,3,1,4,5,1,5,1,1,1,1,4,7,3,5,3,5,4,7,4,7,1,0,2,1,45,3299,Assertive
3299,5,3,5,7,1,5,4,7,2,3,3,5,4,7,2,3,1,1,3,5,2,1,1,0,47,3300,Assertive
3300,3,1,5,7,3,1,1,1,2,3,1,1,3,5,1,1,1,1,4,7,1,0,2,1,29,3301,Balanced
3301,4,5,4,5,2,2,3,5,1,1,3,5,4,7,3,5,1,1,2,3,1,0,2,1,40,3302,Balanced
3302,4,5,5,7,3,1,4,7,5,9,1,1,2,3,3,5,1,1,4,7,2,1,1,0,47,3303,Assertive
3303,2,3,2,2,3,1,2,3,3,5,3,5,3,5,2,3,2,3,2,3,2,1,2,1,35,3304,Balanced
3304,5,3,4,5,2,2,4,7,5,9,3,5,1,1,4,7,5,9,1,1,2,1,1,0,50,3305,Assertive
3305,1,5,4,5,1,5,3,5,3,5,3,5,2,3,1,1,1,1,4,7,2,1,2,1,44,3306,Assertive
3306,2,3,2,2,1,5,3,5,3,5,3,5,4,7,3,5,4,7,4,7,2,1,1,0,52,3307,Assertive
3307,2,3,1,1,2,2,2,3,4,7,2,3,4,7,1,1,3,5,1,1,1,0,2,1,34,3308,Balanced
3308,1,5,2,2,1,5,2,3,1,1,1,1,2,3,1,1,1,1,4,7,1,0,1,0,29,3309,Balanced
3309,1,5,1,1,1,5,3,5,2,3,1,1,4,7,1,1,5,9,3,5,1,0,1,0,42,3310,Assertive
3310,1,5,4,5,1,5,4,7,1,1,4,7,2,3,1,1,3,5,2,3,2,1,2,1,44,3311,Assertive
3311,4,5,1,1,1,5,3,5,3,5,2,3,1,1,1,1,2,3,2,3,1,0,1,0,32,3312,Balanced
3312,6,1,2,2,1,5,4,7,1,1,2,3,1,1,4,7,5,9,1,1,2,1,2,1,39,3313,Balanced
3313,2,3,4,5,3,1,1,1,5,9,1,1,4,7,1,1,3,5,1,1,1,0,1,0,34,3314,Balanced
3314,6,1,1,1,1,5,4,7,4,7,1,1,2,3,2,3,4,7,2,3,2,1,1,0,39,3315,Balanced
3315,6,1,1,1,1,5,4,7,2,3,3,5,3,5,2,3,5,9,4,7,1,0,2,1,47,3316,Assertive
3316,4,5,3,3,3,1,4,7,5,9,3,5,2,3,4,7,1,1,3,5,2,1,2,1,48,3317,Assertive
3317,1,5,1,1,1,5,1,1,2,3,4,7,2,3,4,7,3,5,1,1,1,0,2,1,39,3318,Balanced
3318,4,5,3,3,1,5,4,7,5,9,4,7,2,3,3,5,2,3,2,3,1,0,1,0,50,3319,Assertive
3319,4,5,5,7,3,1,4,7,3,5,2,3,3,5,2,3,3,5,1,1,1,0,1,0,42,3320,Assertive
3320,4,5,2,2,2,2,3,5,4,7,3,5,4,7,3,5,2,3,1,1,1,0,2,1,43,3321,Assertive
3321,4,5,5,7,3,1,1,1,2,3,4,7,4,7,2,3,4,7,4,7,1,0,1,0,48,3322,Assertive
3322,1,5,3,3,2,2,3,5,5,9,2,3,3,5,1,1,3,5,4,7,2,1,2,1,47,3323,Assertive
3323,6,1,2,2,1,5,3,5,3,5,2,3,3,5,4,7,5,9,4,7,2,1,2,1,51,3324,Assertive
3324,5,3,4,5,1,5,4,7,5,9,3,5,2,3,1,1,2,3,4,7,1,0,2,1,49,3325,Assertive
3325,1,5,3,3,1,5,3,5,5,9,1,1,3,5,1,1,5,9,1,1,2,1,2,1,46,3326,Assertive
3326,6,1,2,2,2,2,3,5,4,7,3,5,1,1,2,3,4,7,4,7,2,1,1,0,41,3327,Balanced
3327,3,1,1,1,3,1,1,1,2,3,2,3,2,3,1,1,3,5,4,7,1,0,2,1,27,3328,Balanced
3328,5,3,3,3,1,5,2,3,5,9,2,3,1,1,4,7,4,7,1,1,1,0,2,1,43,3329,Assertive
3329,3,1,3,3,1,5,3,5,4,7,1,1,3,5,2,3,3,5,1,1,1,0,1,0,36,3330,Balanced
3330,6,1,3,3,2,2,3,5,2,3,4,7,3,5,2,3,5,9,3,5,1,0,1,0,43,3331,Assertive
3331,6,1,2,2,2,2,1,1,4,7,3,5,4,7,1,1,3,5,2,3,1,0,1,0,34,3332,Balanced
3332,2,3,2,2,1,5,2,3,2,3,2,3,3,5,4,7,2,3,4,7,2,1,2,1,43,3333,Assertive
3333,1,5,5,7,2,2,2,3,1,1,4,7,2,3,2,3,5,9,4,7,2,1,1,0,48,3334,Assertive
3334,6,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,5,2,3,1,0,2,1,18,3335,Conservative
3335,6,1,4,5,1,5,1,1,4,7,4,7,4,7,3,5,2,3,2,3,1,0,1,0,44,3336,Assertive
3336,5,3,4,5,2,2,2,3,5,9,4,7,2,3,4,7,2,3,4,7,1,0,2,1,50,3337,Assertive
3337,6,1,2,2,3,1,2,3,3,5,4,7,2,3,2,3,3,5,2,3,2,1,2,1,35,3338,Balanced
3338,6,1,2,2,1,5,1,1,4,7,1,1,4,7,2,3,4,7,3,5,2,1,1,0,40,3339,Balanced
3339,2,3,5,7,1,5,1,1,2,3,4,7,1,1,2,3,5,9,3,5,1,0,2,1,45,3340,Assertive
3340,4,5,2,2,3,1,1,1,3,5,3,5,4,7,3,5,3,5,2,3,2,1,1,0,40,3341,Balanced
3341,2,3,3,3,1,5,2,3,3,5,4,7,2,3,3,5,2,3,4,7,2,1,1,0,45,3342,Assertive
3342,3,1,1,1,3,1,2,3,3,5,1,1,2,3,4,7,5,9,4,7,1,0,1,0,38,3343,Balanced
3343,3,1,3,3,2,2,4,7,2,3,2,3,3,5,3,5,5,9,2,3,1,0,2,1,42,3344,Assertive
3344,2,3,5,7,3,1,1,1,3,5,4,7,2,3,3,5,1,1,4,7,1,0,1,0,40,3345,Balanced
3345,5,3,1,1,3,1,2,3,3,5,1,1,4,7,3,5,2,3,1,1,1,0,2,1,31,3346,Balanced
3346,5,3,1,1,1,5,1,1,4,7,4,7,4,7,1,1,4,7,3,5,2,1,1,0,45,3347,Assertive
3347,4,5,1,1,1,5,1,1,4,7,1,1,1,1,4,7,4,7,3,5,1,0,2,1,41,3348,Balanced
3348,2,3,2,2,3,1,3,5,5,9,2,3,4,7,3,5,4,7,1,1,1,0,1,0,43,3349,Assertive
3349,1,5,2,2,2,2,1,1,3,5,4,7,3,5,4,7,3,5,1,1,1,0,1,0,40,3350,Balanced
3350,2,3,5,7,1,5,2,3,3,5,1,1,1,1,1,1,1,1,2,3,1,0,2,1,31,3351,Balanced
3351,6,1,2,2,1,5,2,3,4,7,1,1,1,1,1,1,1,1,3,5,2,1,1,0,28,3352,Balanced
3352,5,3,5,7,3,1,2,3,2,3,2,3,4,7,4,7,4,7,4,7,2,1,1,0,49,3353,Assertive
3353,5,3,3,3,1,5,4,7,2,3,4,7,4,7,2,3,2,3,4,7,2,1,2,1,50,3354,Assertive
3354,4,5,1,1,1,5,4,7,3,5,4,7,1,1,3,5,1,1,2,3,2,1,2,1,42,3355,Assertive
3355,4,5,5,7,3,1,2,3,4,7,3,5,3,5,3,5,4,7,2,3,2,1,2,1,50,3356,Assertive
3356,4,5,3,3,3,1,3,5,4,7,4,7,3,5,2,3,1,1,3,5,1,0,1,0,42,3357,Assertive
3357,4,5,4,5,3,1,1,1,3,5,1,1,4,7,4,7,1,1,2,3,2,1,2,1,38,3358,Balanced
3358,5,3,5,7,3,1,1,1,4,7,3,5,3,5,3,5,3,5,4,7,2,1,2,1,48,3359,Assertive
3359,1,5,2,2,3,1,1,1,3,5,3,5,1,1,2,3,5,9,2,3,2,1,2,1,37,3360,Balanced
3360,4,5,4,5,3,1,3,5,1,1,1,1,4,7,1,1,4,7,4,7,2,1,2,1,42,3361,Assertive
