,nature,outlier,stocks
2958,Balanced,"[33, 13, 31, 39, 37]","[45, 28, 25, 16, 12, 33, 48, 42, 13, 44, 31, 49, 27, 39, 46, 37, 21, 14, 36, 32, 56]"
2959,Balanced,"[13, 39]","[30, 53, 13, 20, 34, 25, 56, 19, 39, 41, 57, 28, 21, 17, 32]"
2960,Assertive,"[49, 27, 11]","[44, 49, 36, 27, 34, 15, 38, 42, 33, 28, 53, 11, 20, 52, 22]"
2961,Assertive,"[39, 11, 9, 32, 27, 37]","[24, 39, 26, 11, 9, 25, 40, 32, 22, 19, 17, 27, 29, 42, 52, 37, 47]"
2962,Balanced,"[13, 33, 31, 60]","[21, 24, 20, 13, 25, 36, 38, 33, 42, 27, 56, 31, 28, 12, 48, 52, 60, 9, 41, 54, 51, 44]"
2963,Balanced,"[39, 33, 31, 55]","[39, 52, 34, 50, 33, 30, 57, 29, 58, 40, 31, 14, 35, 25, 12, 55, 38, 26, 36, 44]"
2964,Assertive,"[12, 39, 9]","[20, 42, 40, 17, 31, 12, 19, 29, 45, 7, 28, 24, 39, 36, 33, 9, 30, 48, 18]"
2965,Balanced,"[37, 31]","[28, 45, 16, 35, 51, 34, 46, 41, 37, 24, 47, 27, 30, 48, 26, 52, 14, 31, 40]"
2966,Assertive,"[39, 23, 27, 32, 41]","[22, 38, 39, 42, 14, 34, 23, 18, 47, 27, 35, 21, 32, 20, 45, 41, 36]"
2967,Assertive,"[41, 37, 32]","[40, 17, 31, 42, 41, 26, 50, 25, 33, 37, 51, 48, 34, 14, 21, 30, 15, 28, 24, 18, 32, 19, 35, 44]"
2968,Balanced,"[33, 31]","[36, 35, 45, 26, 12, 24, 38, 33, 42, 30, 40, 22, 49, 28, 19, 15, 31]"
2969,Aggressive,"[28, 34, 41, 18, 36, 23, 32, 27]","[29, 11, 28, 44, 33, 34, 41, 55, 31, 52, 37, 18, 36, 23, 32, 27]"
2970,Balanced,"[31, 37, 33]","[41, 30, 47, 38, 28, 31, 37, 29, 33, 36, 20, 51, 9, 23, 27, 42, 32, 53, 35, 44, 52, 25, 34, 18]"
2971,Balanced,"[13, 39, 31, 33, 37]","[13, 38, 39, 21, 52, 46, 28, 31, 12, 27, 14, 33, 47, 37, 7, 19, 29, 16, 36]"
2972,Assertive,"[27, 49, 10, 32, 37, 23]","[24, 25, 26, 22, 27, 19, 30, 36, 33, 44, 15, 49, 10, 6, 32, 16, 42, 37, 23, 45, 59]"
2973,Balanced,"[39, 11, 31, 37]","[39, 35, 47, 25, 23, 36, 19, 11, 32, 45, 26, 8, 30, 31, 54, 37, 46, 20, 29, 28, 42]"
2974,Balanced,"[39, 31, 11, 37, 33]","[10, 45, 20, 25, 44, 41, 29, 23, 39, 31, 16, 24, 11, 36, 18, 37, 40, 22, 49, 30, 33, 27]"
2975,Balanced,"[31, 33, 55]","[31, 12, 38, 23, 30, 47, 33, 27, 28, 19, 29, 51, 25, 36, 24, 35, 55]"
2976,Assertive,"[39, 13, 49, 11, 32, 46, 10, 27]","[54, 39, 13, 30, 25, 33, 22, 44, 49, 29, 53, 11, 32, 46, 8, 40, 20, 10, 27]"
2977,Assertive,"[32, 37, 27, 49]","[32, 36, 29, 20, 22, 24, 37, 50, 15, 16, 31, 56, 27, 35, 28, 49, 48, 40]"
2978,Balanced,"[33, 37, 13, 31, 43]","[29, 28, 17, 23, 33, 15, 24, 37, 48, 41, 27, 4, 20, 13, 49, 40, 31, 25, 35, 43, 34]"
2979,Assertive,"[13, 23, 46, 27, 11]","[36, 16, 22, 13, 57, 25, 23, 46, 24, 27, 15, 45, 29, 47, 34, 42, 11, 51, 20]"
2980,Balanced,"[37, 33, 55]","[26, 24, 50, 30, 37, 40, 41, 56, 48, 33, 8, 14, 20, 36, 42, 29, 46, 21, 38, 55]"
2981,Assertive,"[39, 37, 43, 27, 49, 32, 41]","[45, 39, 37, 35, 34, 56, 5, 51, 43, 27, 49, 26, 21, 44, 19, 32, 41, 30]"
2982,Balanced,"[37, 43, 33]","[41, 37, 36, 21, 45, 24, 44, 8, 43, 19, 46, 9, 29, 38, 27, 33, 15, 22, 47]"
2983,Balanced,"[43, 39, 31]","[28, 18, 59, 21, 25, 14, 30, 29, 16, 10, 43, 39, 40, 8, 31, 36, 32]"
2984,Balanced,"[39, 37]","[36, 39, 59, 40, 26, 45, 21, 8, 46, 56, 37, 42, 27, 54, 18, 28, 14]"
2985,Assertive,"[41, 37, 23, 27, 39]","[18, 41, 37, 31, 17, 51, 34, 47, 23, 28, 54, 22, 35, 14, 45, 33, 27, 39]"
2986,Balanced,"[60, 31, 39, 33, 13, 43]","[23, 60, 9, 49, 36, 25, 7, 24, 31, 39, 33, 13, 34, 20, 42, 45, 43]"
2987,Assertive,"[43, 9, 27, 32, 39, 12, 46]","[43, 30, 47, 35, 45, 42, 22, 24, 9, 27, 40, 29, 32, 39, 12, 31, 33, 46, 19, 16]"
2988,Assertive,"[49, 27, 39, 32, 43, 46]","[50, 54, 30, 33, 31, 49, 27, 35, 34, 39, 36, 32, 26, 7, 16, 43, 46]"
2989,Balanced,"[11, 33, 55, 13, 37, 31]","[21, 46, 40, 11, 33, 28, 18, 49, 38, 27, 16, 36, 55, 20, 34, 14, 17, 35, 13, 15, 37, 31, 12, 30]"
2990,Assertive,"[23, 39, 27, 11, 43]","[16, 25, 57, 24, 38, 23, 39, 17, 27, 52, 30, 11, 14, 36, 50, 43, 40, 29, 42, 53, 35, 22]"
2991,Balanced,"[43, 31, 33, 39, 6, 37]","[44, 24, 19, 43, 50, 17, 23, 42, 32, 7, 31, 41, 40, 27, 25, 26, 30, 33, 8, 39, 6, 18, 45, 37]"
2992,Balanced,"[37, 39]","[23, 37, 47, 38, 28, 45, 39, 30, 18, 50, 17, 36, 7, 27, 46, 16]"
2993,Assertive,"[43, 46, 39]","[26, 22, 38, 33, 16, 43, 42, 46, 55, 44, 5, 35, 30, 39, 54, 6, 50, 48, 4, 25, 45, 24]"
2994,Balanced,"[31, 33, 39]","[19, 30, 32, 18, 40, 48, 31, 33, 39, 45, 50, 25, 36, 34, 44, 29]"
2995,Assertive,"[39, 32, 37, 43, 46, 49]","[28, 39, 32, 40, 35, 36, 37, 43, 46, 49, 15, 26, 17, 16, 48, 38, 30, 21, 20]"
2996,Balanced,"[33, 37, 39, 31]","[25, 38, 33, 52, 41, 24, 34, 29, 46, 26, 28, 30, 37, 19, 40, 39, 54, 31, 12, 51]"
2997,Balanced,"[33, 43, 6, 31]","[35, 30, 27, 29, 44, 38, 16, 33, 41, 48, 43, 6, 14, 34, 21, 31, 22, 17, 51, 52, 25, 56]"
2998,Balanced,"[39, 37, 43]","[7, 34, 29, 14, 51, 21, 15, 40, 39, 36, 37, 53, 28, 54, 24, 43]"
2999,Assertive,"[41, 32, 39, 27, 13, 37, 12]","[25, 38, 41, 32, 39, 21, 29, 27, 15, 30, 47, 13, 26, 36, 50, 37, 12, 28]"
3000,Balanced,"[31, 43]","[54, 22, 52, 19, 24, 40, 31, 28, 34, 41, 46, 29, 48, 36, 25, 35, 51, 38, 43, 44, 32]"
3001,Balanced,"[33, 43]","[38, 59, 45, 34, 27, 35, 30, 50, 20, 25, 23, 24, 29, 52, 47, 54, 40, 16, 44, 26, 36, 33, 43]"
3002,Balanced,"[37, 31, 33]","[32, 40, 26, 19, 37, 31, 25, 34, 16, 45, 33, 42, 14]"
3003,Assertive,"[41, 32, 23, 60, 43]","[41, 24, 15, 32, 17, 26, 55, 40, 34, 53, 44, 23, 25, 36, 60, 42, 43]"
3004,Balanced,"[43, 33, 39]","[21, 49, 23, 46, 43, 38, 30, 32, 34, 40, 36, 29, 25, 52, 26, 33, 39, 19]"
3005,Assertive,"[32, 12, 46]","[32, 22, 16, 25, 20, 12, 45, 17, 36, 48, 30, 7, 51, 35, 46, 52, 24]"
3006,Assertive,"[12, 13, 27, 32, 23, 46]","[12, 13, 6, 20, 27, 50, 32, 18, 21, 8, 54, 19, 22, 29, 48, 42, 40, 23, 46, 33]"
3007,Assertive,"[41, 11, 46]","[33, 26, 36, 22, 24, 34, 41, 31, 29, 11, 46, 45, 14, 51, 20, 6]"
3008,Assertive,"[49, 39, 32, 46]","[38, 40, 49, 17, 22, 39, 45, 25, 53, 35, 21, 18, 19, 8, 4, 59, 36, 32, 46]"
3009,Assertive,"[9, 41, 37, 32, 39, 49]","[34, 9, 41, 37, 22, 31, 40, 35, 36, 28, 32, 39, 44, 5, 51, 50, 29, 54, 25, 42, 57, 24, 49]"
3010,Assertive,"[41, 32, 37, 11, 23]","[22, 41, 7, 32, 37, 11, 25, 29, 35, 36, 19, 47, 44, 16, 17, 23]"
3011,Balanced,"[39, 31, 33, 37, 43]","[39, 23, 42, 12, 30, 31, 17, 25, 40, 28, 33, 46, 37, 43, 21, 19, 26, 35, 29, 53, 51]"
3012,Balanced,"[31, 55, 37]","[31, 12, 50, 34, 24, 20, 45, 26, 14, 36, 49, 55, 41, 28, 30, 37, 5, 40, 17, 38]"
3013,Balanced,"[37, 39, 43, 13]","[28, 37, 32, 48, 42, 46, 29, 39, 54, 15, 22, 18, 30, 34, 43, 40, 25, 13]"
3014,Balanced,"[55, 37, 31, 39]","[57, 55, 32, 35, 16, 45, 29, 28, 37, 9, 30, 27, 31, 39, 23, 19, 49, 42, 25]"
3015,Balanced,"[31, 43, 39]","[16, 27, 10, 25, 31, 40, 32, 43, 12, 26, 42, 22, 39, 28, 52, 17, 34, 18, 20]"
3016,Balanced,"[39, 13, 33]","[39, 25, 17, 12, 13, 33, 59, 52, 36, 32, 58, 16, 45, 46, 54, 35, 18, 21, 38, 44, 50, 26, 30, 48, 24, 19, 22, 29, 41, 20, 27]"
3017,Balanced,[31],"[56, 36, 52, 17, 23, 31, 27, 25, 29, 35, 44, 21, 22, 26]"
3018,Balanced,"[33, 43, 37]","[34, 33, 7, 16, 28, 45, 19, 46, 40, 26, 4, 47, 12, 41, 38, 23, 42, 36, 15, 22, 25, 43, 50, 37, 20]"
3019,Assertive,"[46, 23, 27]","[22, 31, 28, 21, 56, 36, 46, 24, 5, 34, 16, 23, 18, 45, 44, 52, 27, 54, 29]"
3020,Assertive,"[23, 13, 41, 43]","[40, 15, 23, 24, 48, 13, 55, 50, 35, 41, 28, 36, 43, 30, 25]"
3021,Aggressive,"[28, 12, 23, 46, 36, 34, 48, 30, 16, 10]","[28, 33, 12, 42, 23, 46, 36, 34, 39, 48, 29, 13, 14, 30, 20, 15, 26, 16, 31, 10, 11]"
3022,Balanced,"[43, 37, 33, 39]","[50, 10, 20, 43, 30, 37, 41, 33, 26, 34, 39, 53, 40, 44, 42, 25, 27, 19, 28]"
3023,Balanced,"[31, 37]","[22, 15, 31, 37, 36, 23, 30, 50, 14, 38, 25, 47, 35, 41, 29, 49, 20]"
3024,Balanced,"[43, 60, 37]","[43, 29, 27, 28, 60, 41, 36, 38, 34, 37, 17, 35, 9, 42, 44, 40, 14, 26, 30, 54, 18, 22, 19]"
3025,Balanced,[39],"[41, 29, 42, 50, 56, 39, 30, 34, 24, 18, 44, 17, 28, 23, 20, 26, 16, 38, 57]"
3026,Balanced,"[31, 37]","[31, 35, 18, 14, 47, 50, 38, 37, 20, 40, 28, 52, 19, 24, 34, 36, 54, 27, 16, 29, 44, 45, 25, 49]"
3027,Balanced,"[31, 43, 33, 13]","[46, 34, 30, 40, 20, 19, 36, 44, 47, 22, 41, 31, 43, 33, 14, 13, 21, 29, 18]"
3028,Assertive,"[32, 49, 41, 39, 9]","[45, 20, 19, 28, 32, 52, 25, 50, 31, 40, 49, 41, 36, 15, 14, 22, 39, 9]"
3029,Balanced,"[33, 39, 55]","[17, 45, 33, 16, 27, 23, 39, 20, 41, 38, 47, 55, 36, 32, 28, 12, 21, 14]"
3030,Assertive,"[13, 27, 39, 49, 43, 37, 9]","[17, 25, 34, 42, 20, 35, 13, 27, 56, 36, 50, 21, 44, 39, 29, 49, 30, 18, 43, 37, 28, 9]"
3031,Balanced,[31],"[45, 32, 19, 20, 52, 23, 31, 46, 54, 44, 50, 36, 38, 40, 34, 41, 35, 26]"
3032,Assertive,"[43, 9, 32, 41]","[5, 33, 19, 14, 45, 43, 58, 30, 9, 25, 32, 41]"
3033,Assertive,"[27, 12, 37, 23, 49, 39]","[27, 29, 47, 53, 12, 44, 24, 21, 37, 51, 34, 20, 23, 42, 33, 38, 49, 14, 7, 16, 30, 52, 31, 39]"
3034,Balanced,"[39, 11, 31, 33]","[39, 30, 42, 48, 11, 19, 59, 18, 26, 31, 22, 16, 34, 38, 45, 33, 49, 36, 25]"
3035,Balanced,"[43, 13, 31, 39]","[12, 29, 43, 53, 45, 38, 19, 30, 28, 34, 18, 40, 16, 23, 51, 9, 13, 31, 39, 46]"
3036,Balanced,"[31, 6, 33, 37]","[31, 28, 23, 48, 41, 51, 14, 52, 47, 6, 10, 33, 17, 35, 54, 29, 20, 44, 40, 36, 37, 45]"
3037,Balanced,"[33, 31]","[28, 8, 10, 41, 33, 21, 46, 31, 24, 42, 30, 17, 36, 18, 53, 27, 23]"
3038,Assertive,"[46, 13, 23, 11, 43]","[22, 45, 21, 18, 46, 13, 23, 26, 29, 11, 35, 50, 28, 42, 25, 43, 5, 24]"
3039,Assertive,"[32, 39, 43, 27, 49]","[25, 40, 29, 35, 45, 48, 42, 33, 19, 32, 26, 39, 43, 44, 27, 49, 30, 52, 59, 38]"
3040,Balanced,"[11, 31, 33]","[32, 38, 23, 34, 28, 17, 35, 25, 24, 11, 56, 51, 10, 40, 57, 31, 33, 36, 20, 46, 21, 16]"
3041,Assertive,"[11, 37, 27, 46]","[31, 18, 40, 11, 22, 15, 37, 47, 33, 14, 34, 20, 38, 28, 27, 54, 36, 50, 46, 42, 45, 21, 26, 25]"
3042,Assertive,"[32, 46, 27, 41, 39, 43]","[21, 59, 28, 16, 56, 29, 47, 38, 40, 36, 32, 31, 46, 24, 27, 41, 22, 42, 25, 34, 57, 39, 43, 51, 48]"
3043,Balanced,"[43, 33, 37, 39, 11]","[28, 19, 42, 52, 34, 25, 35, 43, 40, 33, 37, 39, 11, 45, 29, 17, 12, 38]"
3044,Balanced,"[31, 13, 37, 33]","[19, 50, 25, 31, 32, 35, 36, 16, 27, 5, 47, 13, 37, 15, 33, 30, 45, 29, 12, 49, 26, 20, 41, 34]"
3045,Assertive,"[10, 37, 39, 23, 43, 32]","[20, 10, 25, 40, 44, 29, 37, 38, 14, 35, 24, 17, 15, 39, 23, 43, 36, 21, 30, 32]"
3046,Assertive,"[41, 23, 32, 11, 39, 9, 12, 13, 27]","[41, 24, 26, 23, 34, 32, 47, 15, 38, 11, 25, 39, 9, 53, 35, 12, 13, 27, 45, 55, 31]"
3047,Balanced,"[31, 6, 43, 39]","[44, 46, 22, 47, 16, 28, 34, 31, 27, 6, 43, 24, 50, 57, 21, 30, 45, 26, 35, 39, 32]"
3048,Assertive,"[43, 13, 39, 23, 41, 32]","[45, 38, 43, 24, 16, 53, 13, 39, 34, 35, 47, 23, 17, 41, 33, 30, 52, 55, 32]"
3049,Assertive,"[23, 37, 32, 11, 12]","[23, 34, 33, 37, 28, 36, 29, 32, 51, 30, 54, 45, 18, 20, 17, 19, 35, 11, 12, 24]"
3050,Balanced,"[39, 37, 31, 11]","[18, 46, 23, 39, 29, 20, 47, 27, 34, 30, 26, 45, 32, 51, 37, 28, 24, 31, 38, 25, 11]"
3051,Aggressive,"[32, 18, 12, 23, 19, 30, 36, 28, 24, 34]","[32, 33, 18, 12, 23, 19, 30, 36, 44, 13, 28, 31, 40, 25, 24, 6, 34, 21]"
3052,Assertive,"[23, 46, 49, 13, 32, 27, 39]","[29, 21, 18, 50, 23, 46, 49, 40, 16, 52, 13, 15, 30, 32, 25, 36, 8, 34, 59, 17, 26, 35, 31, 27, 44, 39]"
3053,Assertive,"[37, 11, 32, 23]","[45, 20, 37, 25, 36, 18, 11, 22, 50, 32, 42, 14, 33, 35, 16, 23, 28, 34, 19]"
3054,Balanced,"[33, 31]","[19, 16, 38, 28, 47, 34, 50, 32, 4, 23, 33, 31, 30, 14, 42, 53, 45]"
3055,Balanced,"[33, 13, 37, 39]","[32, 22, 19, 49, 33, 36, 24, 30, 57, 46, 25, 34, 56, 17, 38, 29, 16, 13, 26, 40, 37, 39]"
3056,Aggressive,"[30, 16, 32, 36, 18, 48, 24, 34, 19, 41]","[22, 15, 30, 44, 16, 29, 25, 32, 42, 13, 40, 36, 18, 48, 55, 24, 33, 34, 59, 14, 19, 17, 41]"
3057,Balanced,"[43, 13, 33, 55]","[14, 34, 46, 48, 58, 49, 20, 43, 13, 45, 26, 33, 52, 41, 30, 19, 55, 21, 47, 23, 38]"
3058,Aggressive,"[24, 30, 45, 36, 27, 32, 28]","[52, 24, 22, 30, 38, 26, 45, 36, 37, 29, 27, 35, 32, 13, 28]"
3059,Balanced,"[39, 6, 37]","[27, 28, 41, 49, 45, 29, 14, 54, 17, 39, 38, 9, 36, 34, 6, 44, 37]"
3060,Assertive,"[10, 32, 46, 49, 37, 41]","[25, 45, 24, 10, 44, 56, 33, 32, 22, 50, 46, 49, 37, 36, 34, 52, 42, 40, 41]"
3061,Balanced,"[33, 37, 43]","[42, 33, 10, 50, 26, 37, 29, 38, 45, 23, 47, 28, 43, 34, 15, 40, 14, 25]"
3062,Assertive,"[60, 12, 41, 43, 27, 32]","[36, 34, 15, 29, 16, 40, 60, 52, 12, 41, 28, 43, 44, 53, 27, 31, 45, 25, 30, 33, 18, 32, 35]"
3063,Assertive,"[39, 27, 32, 43, 37]","[39, 14, 16, 27, 24, 17, 34, 38, 32, 43, 37, 33, 44, 51, 48, 20, 29, 22]"
3064,Assertive,"[9, 46, 12, 32, 27, 41]","[9, 45, 24, 46, 36, 34, 16, 56, 50, 44, 12, 18, 53, 32, 25, 27, 48, 40, 29, 42, 41]"
3065,Balanced,"[13, 31, 43, 37, 11]","[29, 52, 24, 46, 13, 42, 27, 30, 31, 17, 41, 44, 28, 43, 18, 37, 16, 21, 32, 26, 11, 36]"
3066,Assertive,"[12, 32, 27, 46, 49, 37, 23]","[12, 44, 32, 27, 40, 14, 33, 34, 46, 49, 37, 25, 45, 29, 21, 50, 23, 26, 16]"
3067,Balanced,"[37, 39]","[44, 29, 38, 17, 50, 37, 39, 47, 16, 42, 36, 35, 20, 30, 28, 34, 54, 59, 49, 26]"
3068,Balanced,"[37, 43, 60, 33, 39]","[21, 37, 23, 43, 27, 34, 51, 60, 18, 24, 33, 28, 46, 15, 35, 38, 7, 39]"
3069,Balanced,"[55, 39]","[55, 29, 36, 20, 30, 28, 39, 42, 57, 23, 16, 14, 15, 45, 26, 44, 35]"
3070,Balanced,"[60, 11, 33, 37, 13]","[14, 49, 25, 60, 26, 18, 11, 21, 52, 30, 51, 33, 46, 36, 41, 7, 35, 37, 28, 23, 13, 38, 57, 24, 56, 29, 32]"
3071,Assertive,"[32, 37, 41, 12, 49]","[56, 29, 32, 31, 17, 15, 37, 36, 24, 30, 35, 16, 21, 41, 47, 12, 38, 19, 42, 49]"
3072,Assertive,"[37, 46, 10, 32, 23]","[56, 29, 36, 54, 37, 46, 24, 10, 21, 28, 14, 30, 38, 32, 22, 48, 23, 25, 47]"
3073,Assertive,"[43, 37, 13, 41]","[53, 38, 21, 43, 34, 28, 30, 44, 16, 14, 37, 48, 19, 13, 47, 26, 41]"
3074,Balanced,[37],"[34, 40, 52, 49, 8, 23, 22, 30, 44, 27, 54, 28, 37, 21, 45, 42, 53, 35, 48]"
3075,Assertive,"[10, 32, 46, 12, 49]","[10, 42, 32, 46, 34, 22, 25, 30, 40, 38, 24, 12, 58, 36, 21, 47, 49, 20]"
3076,Aggressive,"[30, 34, 32, 36, 7, 16, 51, 48, 18]","[33, 44, 30, 25, 37, 26, 42, 34, 15, 32, 40, 36, 7, 16, 51, 48, 22, 18, 53]"
3077,Balanced,"[33, 55, 39, 37]","[17, 28, 32, 38, 33, 55, 19, 30, 22, 49, 34, 21, 45, 39, 10, 23, 50, 26, 37]"
3078,Assertive,"[41, 49, 27, 43, 37, 9, 32]","[22, 41, 40, 36, 15, 42, 49, 27, 43, 20, 7, 19, 31, 37, 28, 9, 32, 25, 24, 47]"
3079,Balanced,"[13, 39, 43, 11, 33]","[59, 41, 13, 30, 39, 43, 11, 53, 54, 27, 33, 29, 19, 44, 25, 16, 32, 46, 24, 47, 35]"
3080,Assertive,"[37, 41, 27, 46, 12, 60, 11]","[38, 25, 31, 37, 41, 30, 27, 29, 15, 40, 35, 46, 12, 47, 45, 34, 60, 11, 21, 28]"
3081,Balanced,[37],"[41, 29, 52, 38, 40, 49, 28, 37, 48, 22, 24, 42, 45, 36, 26, 20, 12, 23, 25]"
3082,Balanced,"[31, 33]","[12, 10, 31, 41, 36, 40, 33, 24, 35, 51, 45, 27, 32]"
3083,Assertive,"[41, 23, 9, 39, 32]","[29, 26, 14, 35, 31, 41, 44, 33, 23, 17, 9, 21, 40, 18, 57, 39, 24, 28, 32]"
3084,Assertive,"[49, 11, 39, 27, 13, 37]","[49, 25, 29, 11, 16, 30, 48, 34, 39, 40, 38, 27, 45, 42, 28, 13, 35, 37, 19, 18]"
3085,Assertive,"[27, 49, 12, 11, 32, 46, 37, 23]","[29, 34, 27, 24, 42, 15, 35, 49, 12, 53, 33, 36, 11, 32, 28, 31, 45, 46, 37, 51, 23, 57, 18]"
3086,Assertive,"[11, 41, 27, 43]","[31, 44, 22, 11, 15, 24, 36, 41, 29, 27, 25, 33, 42, 43]"
3087,Assertive,"[32, 10, 27, 43, 39]","[53, 30, 32, 10, 16, 27, 47, 22, 43, 6, 39, 40, 28, 21, 17, 36, 31, 19, 54, 45, 34]"
3088,Assertive,"[32, 39, 27, 41, 46]","[40, 32, 18, 38, 39, 45, 6, 19, 27, 35, 29, 36, 57, 41, 47, 8, 48, 46]"
3089,Aggressive,"[48, 46, 19, 16, 28, 24, 45, 30, 12, 18]","[39, 48, 46, 31, 19, 16, 28, 33, 25, 29, 24, 45, 20, 43, 44, 30, 40, 12, 22, 18]"
3090,Assertive,"[10, 37, 12, 39]","[29, 22, 10, 51, 25, 28, 16, 38, 57, 54, 42, 15, 37, 45, 12, 39, 35, 40, 30]"
3091,Assertive,"[27, 37, 32, 9, 23, 39]","[58, 36, 31, 27, 33, 28, 30, 37, 22, 17, 32, 40, 9, 35, 23, 55, 39, 38]"
3092,Balanced,"[31, 33, 43]","[31, 42, 33, 9, 47, 26, 32, 14, 24, 58, 15, 38, 43, 45, 46, 52, 28, 54, 41, 18]"
3093,Assertive,"[41, 12, 37]","[41, 28, 50, 30, 44, 25, 40, 52, 12, 17, 15, 18, 37, 36, 45]"
3094,Balanced,"[11, 13, 37, 39, 55]","[34, 11, 25, 52, 13, 35, 42, 16, 37, 48, 41, 39, 29, 44, 18, 54, 17, 49, 55, 38, 32, 7, 30, 14, 26, 50]"
3095,Balanced,"[31, 43]","[21, 34, 41, 20, 24, 22, 26, 46, 10, 28, 35, 47, 38, 31, 43, 54]"
3096,Balanced,"[43, 11, 31, 39]","[42, 43, 19, 11, 17, 22, 9, 31, 41, 39, 52, 29, 28, 30, 57, 21, 47, 35, 20, 23]"
3097,Balanced,"[39, 37, 33]","[18, 40, 52, 25, 30, 28, 39, 35, 37, 45, 29, 54, 16, 53, 24, 27, 33]"
3098,Balanced,[37],"[29, 32, 16, 22, 15, 19, 49, 37, 58, 20, 28, 34, 41, 50, 30]"
3099,Balanced,"[33, 39]","[15, 30, 23, 18, 27, 38, 33, 34, 28, 48, 40, 26, 39, 50, 57, 49, 16]"
3100,Assertive,"[10, 37, 41, 12, 49]","[10, 37, 16, 30, 20, 34, 25, 41, 18, 24, 38, 40, 29, 51, 15, 12, 48, 19, 49, 36]"
3101,Assertive,"[39, 32]","[25, 39, 34, 33, 21, 32, 22, 31, 42, 29, 45, 48, 30, 20]"
3102,Balanced,"[31, 43, 39, 33, 37]","[38, 31, 27, 35, 43, 32, 23, 36, 30, 41, 45, 40, 52, 39, 46, 50, 49, 33, 37, 53, 20, 4]"
3103,Assertive,"[49, 39, 12, 23, 32, 27]","[18, 28, 49, 51, 34, 20, 39, 36, 7, 25, 12, 23, 32, 16, 31, 48, 33, 29, 42, 27]"
3104,Balanced,[33],"[33, 35, 36, 26, 49, 17, 30, 25, 56, 23, 34, 28, 24, 46, 42, 32, 27, 52]"
3105,Balanced,"[37, 33]","[22, 37, 49, 35, 29, 32, 42, 28, 19, 52, 44, 26, 25, 40, 16, 48, 33, 38]"
3106,Assertive,"[32, 39, 27, 37, 43, 11]","[44, 32, 20, 28, 35, 39, 29, 24, 18, 19, 27, 26, 37, 45, 36, 17, 53, 43, 11]"
3107,Balanced,"[6, 39]","[17, 20, 18, 22, 6, 16, 41, 39, 50, 23, 19, 15, 35, 27, 34, 29, 24]"
3108,Assertive,"[23, 11, 37, 39]","[18, 15, 23, 42, 38, 17, 28, 34, 33, 11, 37, 40, 50, 58, 16, 36, 39, 22, 21, 14]"
3109,Assertive,"[37, 13, 46, 43, 49, 39]","[44, 20, 37, 21, 29, 13, 57, 33, 46, 30, 45, 43, 52, 17, 36, 49, 34, 39]"
3110,Balanced,"[31, 43, 37]","[35, 38, 31, 20, 43, 47, 42, 29, 9, 28, 12, 22, 30, 41, 40, 34, 16, 37, 18, 45, 15]"
3111,Balanced,"[43, 31, 37, 13, 6]","[43, 35, 31, 34, 37, 50, 40, 13, 23, 53, 6, 22, 20, 41, 46, 27, 38, 29]"
3112,Balanced,"[39, 37, 33, 31]","[39, 49, 9, 27, 42, 19, 21, 37, 34, 20, 33, 28, 22, 25, 23, 31, 36, 52]"
3113,Balanced,"[31, 37, 39, 33]","[25, 31, 37, 42, 26, 52, 29, 51, 16, 38, 48, 14, 39, 27, 17, 30, 24, 33]"
3114,Assertive,"[27, 13, 9, 10, 23, 39, 32, 41]","[27, 13, 9, 10, 14, 38, 23, 17, 22, 33, 40, 21, 36, 39, 50, 34, 32, 52, 45, 47, 41]"
3115,Assertive,"[32, 39, 41, 10]","[35, 26, 44, 18, 40, 30, 32, 29, 38, 39, 28, 5, 42, 6, 25, 41, 15, 48, 24, 54, 10, 36, 56, 51, 31]"
3116,Assertive,"[27, 37, 10, 12, 13]","[28, 25, 21, 27, 37, 54, 29, 45, 10, 18, 12, 22, 13, 35, 36, 30]"
3117,Assertive,"[39, 27, 10, 11, 46]","[35, 39, 27, 20, 28, 16, 24, 45, 30, 47, 34, 19, 48, 42, 10, 11, 44, 22, 17, 40, 46]"
3118,Balanced,"[33, 31]","[40, 50, 23, 21, 28, 38, 17, 12, 30, 54, 16, 45, 15, 33, 31, 20, 36, 27, 46, 47, 10, 29, 34]"
3119,Balanced,"[33, 37, 39]","[26, 21, 33, 29, 24, 27, 35, 59, 40, 42, 46, 36, 25, 37, 44, 39, 28, 34, 17, 22, 18]"
3120,Balanced,"[43, 31, 37]","[34, 25, 45, 32, 43, 56, 31, 19, 27, 35, 26, 9, 20, 30, 23, 48, 50, 24, 44, 40, 37]"
3121,Balanced,"[37, 11]","[32, 49, 37, 45, 36, 44, 26, 30, 59, 24, 11, 9, 22, 35, 54, 42]"
3122,Balanced,"[6, 11, 33]","[38, 23, 30, 29, 51, 41, 6, 45, 40, 35, 11, 33, 34, 32, 47, 18, 10]"
3123,Balanced,[37],"[24, 14, 15, 12, 23, 54, 19, 16, 35, 36, 22, 42, 52, 47, 30, 37, 34]"
3124,Assertive,"[41, 27, 32, 46, 49]","[55, 41, 27, 26, 16, 21, 24, 32, 46, 49, 20, 30, 38, 22, 44, 42, 19]"
3125,Assertive,[23],"[29, 23, 8, 24, 25, 42, 26, 40, 47, 31, 7, 33, 28, 21, 20]"
